
M21CS017,12:23:22
M21CS056,12:29:34
M21CI057,12:30:11
B19CSE058,17:27:59
B19EE043,17:28:30
D20CS001,17:28:40
P22HS005,17:28:56
B19CSE009,21:38:08
B19EE032,21:38:14
B19CSE057,21:38:23
B19EE054,21:38:23
B19CSE064,21:38:37
B19CSE089,21:38:39
M21CI001,21:38:44
M21CI008,21:38:44
B19EE036,21:38:45
B19CSE086,21:38:45
M20AIE263,21:38:48
B19CSE030,21:39:06
B19EE024,21:40:28
B19BB017,22:33:40
B19CSE006,22:33:46
